k,t,r
644,1744.184027,0.000001,0.350959
645,1746.349883,0.000001,0.350959
646,1749.584024,0.000001,0.350959
647,1751.744968,0.000001,0.350959
648,1754.972198,0.000001,0.350957
649,1757.145638,0.000001,0.350957
650,1760.379694,0.000001,0.350956
651,1762.565222,0.000001,0.350956
652,1765.827249,0.000001,0.350955
653,1768.011689,0.000001,0.350955
654,1771.256397,0.000001,0.350955
655,1773.432199,0.000001,0.350955
656,1776.667630,0.000001,0.350954
657,1778.825838,0.000001,0.350954
658,1782.069548,0.000001,0.350953
659,1784.247978,0.000001,0.350953
660,1787.514850,0.000001,0.350951
661,1789.690499,0.000001,0.350951
662,1792.946046,0.000001,0.350951
663,1795.109874,0.000001,0.350951
664,1798.359505,0.000001,0.350951
665,1800.517497,0.000001,0.350951
666,1803.750517,0.000001,0.350951
667,1805.908422,0.000001,0.350951
668,1809.133798,0.000001,0.350950
669,1811.295687,0.000001,0.350950
670,1814.525218,0.000001,0.350949
671,1816.693324,0.000001,0.350949
672,1819.939767,0.000001,0.350948
673,1822.102782,0.000001,0.350948
674,1825.349182,0.000001,0.350948
675,1827.531002,0.000001,0.350948
676,1830.762918,0.000001,0.350947
677,1832.926938,0.000001,0.350947
678,1836.177453,0.000001,0.350946
679,1838.352829,0.000001,0.350946
680,1841.589545,0.000001,0.350946
681,1843.761941,0.000001,0.350946
682,1847.012587,0.000001,0.350944
683,1849.182177,0.000001,0.350944
684,1852.433476,0.000001,0.350943
685,1854.598320,0.000001,0.350943
686,1857.836048,0.000001,0.350943
687,1860.009534,0.000001,0.350943
688,1863.243944,0.000001,0.350942
689,1865.402654,0.000001,0.350942
690,1868.628278,0.000001,0.350941
691,1870.788635,0.000001,0.350941
692,1874.027090,0.000001,0.350941
693,1876.193722,0.000001,0.350941
694,1879.431456,0.000001,0.350940
695,1881.610388,0.000001,0.350940
696,1884.849387,0.000001,0.350939
697,1887.027499,0.000001,0.350939
698,1890.259290,0.000001,0.350939
699,1892.441801,0.000001,0.350939
700,1895.682983,0.000001,0.350938
701,1897.863812,0.000001,0.350938
702,1901.118275,0.000001,0.350938
703,1903.276595,0.000001,0.350938
704,1906.503882,0.000001,0.350937
705,1908.657296,0.000001,0.350937
706,1911.888212,0.000001,0.350936
707,1914.071669,0.000001,0.350936
708,1917.301638,0.000001,0.350934
709,1919.465735,0.000001,0.350934
710,1922.716396,0.000001,0.350934
711,1924.878685,0.000001,0.350934
712,1928.124260,0.000001,0.350934
713,1930.290674,0.000001,0.350934
714,1933.533526,0.000001,0.350933
715,1935.698478,0.000001,0.350933
716,1938.951374,0.000001,0.350931
717,1941.131791,0.000001,0.350931
718,1944.374313,0.000001,0.350930
719,1946.550470,0.000001,0.350930
720,1949.792173,0.000001,0.350931
721,1951.961075,0.000001,0.350931
722,1955.220139,0.000001,0.350930
723,1957.391246,0.000001,0.350930
724,1960.637247,0.000001,0.350929
725,1962.810373,0.000001,0.350929
726,1966.059265,0.000001,0.350928
727,1968.234884,0.000001,0.350928
728,1971.471177,0.000001,0.350928
729,1973.639337,0.000001,0.350928
730,1976.885489,0.000001,0.350927
731,1979.058720,0.000001,0.350927
732,1982.315573,0.000001,0.350927
733,1984.482959,0.000001,0.350927
734,1987.720548,0.000001,0.350926
735,1989.876595,0.000001,0.350926
736,1993.108816,0.000001,0.350925
737,1995.265787,0.000001,0.350925
738,1998.488583,0.000001,0.350923
739,2000.652908,0.000001,0.350923
740,2003.879602,0.000001,0.350923
741,2006.039793,0.000001,0.350923
742,2009.274769,0.000001,0.350923
743,2011.444418,0.000001,0.350923
744,2014.678076,0.000001,0.350922
745,2016.829300,0.000001,0.350922
746,2020.078624,0.000001,0.350921
747,2022.245968,0.000001,0.350921
748,2025.493309,0.000001,0.350921
749,2027.671098,0.000001,0.350921
750,2030.939038,0.000001,0.350920
751,2033.112723,0.000001,0.350920
752,2036.373586,0.000001,0.350921
753,2038.565054,0.000001,0.350921
754,2041.804042,0.000001,0.350920
755,2043.961622,0.000001,0.350920
756,2047.183396,0.000001,0.350918
757,2049.349878,0.000001,0.350918
758,2052.589505,0.000001,0.350918
759,2054.767660,0.000001,0.350918
760,2058.032685,0.000001,0.350917
761,2060.228771,0.000001,0.350917
762,2063.488207,0.000001,0.350917
763,2065.661319,0.000001,0.350917
764,2068.901843,0.000001,0.350916
765,2071.070126,0.000001,0.350916
766,2074.314231,0.000001,0.350916
767,2076.471658,0.000001,0.350916
768,2079.702302,0.000001,0.350915
769,2081.874743,0.000001,0.350915
770,2085.119133,0.000001,0.350914
771,2087.296629,0.000001,0.350914
772,2090.531987,0.000001,0.350914
773,2092.703240,0.000001,0.350914
774,2095.952074,0.000001,0.350913
775,2098.113409,0.000001,0.350913
776,2101.346722,0.000001,0.350912
777,2103.503285,0.000001,0.350912
778,2106.726033,0.000001,0.350912
779,2108.880948,0.000001,0.350912
780,2112.128042,0.000001,0.350911
781,2114.291953,0.000001,0.350911
782,2117.537867,0.000001,0.350911
783,2119.702462,0.000001,0.350911
784,2122.930347,0.000001,0.350910
785,2125.093044,0.000001,0.350910
786,2128.332855,0.000001,0.350909
787,2130.499571,0.000001,0.350909
788,2133.763111,0.000000,0.350909
789,2135.941359,0.000000,0.350909
790,2139.195032,0.000000,0.350909
791,2141.364087,0.000000,0.350909
792,2144.612759,0.000001,0.350909
793,2146.789056,0.000001,0.350909
794,2150.046804,0.000001,0.350907
795,2152.215398,0.000001,0.350907
796,2155.457514,0.000001,0.350907
