k,t,r
823,393.759876,0.000004,0.000106
824,394.317094,0.000004,0.000107
825,394.724628,0.000004,0.000107
826,395.265309,0.000004,0.000106
827,395.682210,0.000004,0.000106
828,396.224453,0.000004,0.000106
829,396.633288,0.000004,0.000106
830,397.176024,0.000004,0.000106
831,397.585252,0.000004,0.000106
832,398.150128,0.000004,0.000106
833,398.567460,0.000004,0.000106
834,399.110084,0.000004,0.000106
835,399.521705,0.000004,0.000106
836,400.073932,0.000004,0.000106
837,400.486121,0.000004,0.000106
838,401.032225,0.000004,0.000106
839,401.444285,0.000004,0.000106
840,401.988603,0.000004,0.000106
841,402.393636,0.000004,0.000106
842,402.928883,0.000004,0.000106
843,403.332913,0.000005,0.000106
844,403.884048,0.000005,0.000107
845,404.288847,0.000005,0.000107
846,404.827248,0.000005,0.000107
847,405.239882,0.000005,0.000107
848,405.779192,0.000005,0.000107
849,406.194114,0.000005,0.000107
850,406.740189,0.000005,0.000108
851,407.148281,0.000005,0.000108
852,407.703522,0.000005,0.000107
853,408.116270,0.000005,0.000107
854,408.664763,0.000005,0.000107
855,409.074519,0.000005,0.000107
856,409.616556,0.000005,0.000108
857,410.031888,0.000005,0.000108
858,410.570866,0.000005,0.000107
859,410.987049,0.000005,0.000107
860,411.528360,0.000005,0.000108
861,411.935574,0.000005,0.000108
862,412.481339,0.000005,0.000108
863,412.890806,0.000005,0.000108
864,413.428788,0.000005,0.000107
865,413.839237,0.000005,0.000107
866,414.374910,0.000005,0.000107
867,414.779758,0.000005,0.000107
868,415.329280,0.000005,0.000107
869,415.739691,0.000005,0.000107
870,416.282689,0.000005,0.000106
871,416.694478,0.000005,0.000106
872,417.236804,0.000005,0.000106
873,417.642288,0.000005,0.000106
874,418.190468,0.000005,0.000106
875,418.605767,0.000005,0.000106
876,419.150773,0.000005,0.000106
877,419.571433,0.000005,0.000106
878,420.110705,0.000005,0.000106
879,420.529152,0.000005,0.000106
880,421.068936,0.000005,0.000106
881,421.480987,0.000005,0.000106
882,422.027237,0.000005,0.000106
883,422.440031,0.000005,0.000106
884,422.984826,0.000005,0.000106
885,423.399074,0.000005,0.000106
886,423.947987,0.000005,0.000106
887,424.355277,0.000005,0.000106
888,424.896779,0.000005,0.000106
889,425.312181,0.000005,0.000106
890,425.851939,0.000005,0.000105
891,426.259105,0.000005,0.000105
892,426.807451,0.000005,0.000106
893,427.213932,0.000005,0.000106
894,427.751334,0.000004,0.000106
895,428.156926,0.000004,0.000106
896,428.710164,0.000004,0.000107
897,429.117310,0.000004,0.000107
898,429.666442,0.000004,0.000107
899,430.079023,0.000004,0.000107
900,430.625723,0.000004,0.000107
901,431.028735,0.000004,0.000107
902,431.566578,0.000004,0.000106
903,431.979227,0.000004,0.000106
904,432.519966,0.000004,0.000106
905,432.927404,0.000004,0.000106
906,433.477410,0.000004,0.000106
907,433.882405,0.000004,0.000106
908,434.425987,0.000004,0.000105
909,434.844614,0.000004,0.000105
910,435.387843,0.000004,0.000105
911,435.799431,0.000004,0.000105
912,436.350868,0.000004,0.000104
913,436.761207,0.000004,0.000104
914,437.312012,0.000004,0.000103
915,437.726206,0.000004,0.000103
916,438.268944,0.000004,0.000103
917,438.680219,0.000004,0.000103
918,439.221168,0.000004,0.000103
919,439.633053,0.000004,0.000103
920,440.166762,0.000004,0.000102
921,440.574191,0.000004,0.000102
922,441.123849,0.000004,0.000102
923,441.531111,0.000004,0.000102
924,442.073912,0.000004,0.000102
925,442.490459,0.000004,0.000102
926,443.034255,0.000004,0.000101
927,443.443815,0.000004,0.000101
928,443.996328,0.000004,0.000101
929,444.413682,0.000004,0.000101
930,444.954205,0.000004,0.000101
931,445.360538,0.000004,0.000101
932,445.905842,0.000004,0.000102
933,446.322308,0.000004,0.000102
934,446.865673,0.000004,0.000101
935,447.279778,0.000004,0.000101
936,447.819473,0.000004,0.000101
937,448.229834,0.000004,0.000101
938,448.771701,0.000004,0.000100
939,449.177317,0.000004,0.000100
940,449.719960,0.000004,0.000099
941,450.127211,0.000004,0.000099
942,450.673583,0.000004,0.000098
943,451.085327,0.000004,0.000098
944,451.629108,0.000004,0.000098
945,452.033927,0.000004,0.000098
946,452.578703,0.000004,0.000098
947,452.992031,0.000004,0.000098
948,453.530205,0.000004,0.000098
949,453.941743,0.000004,0.000098
950,454.487468,0.000004,0.000097
951,454.896422,0.000004,0.000097
952,455.433716,0.000004,0.000097
953,455.842350,0.000004,0.000097
954,456.389210,0.000004,0.000097
955,456.800168,0.000004,0.000097
956,457.345625,0.000004,0.000096
957,457.752162,0.000004,0.000096
958,458.294194,0.000004,0.000095
959,458.701880,0.000004,0.000095
960,459.237989,0.000004,0.000094
961,459.654610,0.000004,0.000094
962,460.190094,0.000004,0.000093
963,460.593460,0.000004,0.000093
964,461.134757,0.000004,0.000092
965,461.541133,0.000004,0.000092
966,462.075370,0.000004,0.000091
967,462.491826,0.000004,0.000091
968,463.028736,0.000004,0.000091
969,463.442586,0.000004,0.000091
970,463.999152,0.000004,0.000091
971,464.408129,0.000004,0.000091
972,464.948570,0.000004,0.000091
973,465.359826,0.000004,0.000091
974,465.928261,0.000004,0.000091
975,466.339480,0.000005,0.000091
976,466.888401,0.000005,0.000091
977,467.298488,0.000005,0.000091
978,467.849203,0.000005,0.000091
979,468.258867,0.000005,0.000091
980,468.796194,0.000005,0.000091
981,469.205302,0.000005,0.000091
982,469.738547,0.000005,0.000091
983,470.154937,0.000005,0.000091
984,470.695585,0.000004,0.000092
985,471.102605,0.000004,0.000092
986,471.645650,0.000004,0.000093
987,472.055698,0.000004,0.000093
988,472.602237,0.000004,0.000093
989,473.008155,0.000004,0.000093
990,473.565445,0.000004,0.000094
991,473.974967,0.000004,0.000094
992,474.510475,0.000004,0.000094
993,474.925591,0.000004,0.000094
994,475.469369,0.000004,0.000094
995,475.878485,0.000004,0.000094
996,476.426291,0.000004,0.000094
997,476.841097,0.000004,0.000094
998,477.380199,0.000004,0.000095
999,477.787082,0.000004,0.000095
1000,478.331796,0.000004,0.000095
